psgc10,name,province,region,mayor_votes_2016,mayor_votes_2019,mayor_votes_2022,mayor_votes_2025
0405632000,Patnanungan,Quezon,Region IV-A (CALABARZON),5416.0,5999.0,6081.0,5142.0
0405633000,Perez,Quezon,Region IV-A (CALABARZON),6808.0,6716.0,7964.0,8418.0
0405634000,Pitogo,Quezon,Region IV-A (CALABARZON),12890.0,13372.0,14689.0,15080.0
0405635000,Plaridel,Quezon,Region IV-A (CALABARZON),6072.0,6332.0,7498.0,7369.0
0405636000,Polillo,Quezon,Region IV-A (CALABARZON),13410.0,14036.0,17100.0,16890.0
0405637000,Quezon,Quezon,Region IV-A (CALABARZON),7971.0,8086.0,9351.0,9574.0
0405638000,Real,Quezon,Region IV-A (CALABARZON),13953.0,14899.0,19068.0,20425.0
0405639000,Sampaloc,Quezon,Region IV-A (CALABARZON),7537.0,5787.0,8329.0,5517.0
0405640000,San Andres,Quezon,Region IV-A (CALABARZON),9408.0,12359.0,14889.0,15927.0
0405641000,San Antonio,Quezon,Region IV-A (CALABARZON),15598.0,17473.0,21252.0,22845.0
0405642000,San Francisco,Quezon,Region IV-A (CALABARZON),22323.0,28390.0,33168.0,34413.0
0405644000,San Narciso,Quezon,Region IV-A (CALABARZON),17695.0,22625.0,23427.0,27377.0
0405645000,Sariaya,Quezon,Region IV-A (CALABARZON),63372.0,65629.0,72311.0,89702.0
0405646000,Tagkawayan,Quezon,Region IV-A (CALABARZON),19003.0,25182.0,28870.0,21295.0
0405647000,City of Tayabas,Quezon,Region IV-A (CALABARZON),38184.0,46581.0,56159.0,60443.0
0405648000,Tiaong,Quezon,Region IV-A (CALABARZON),41416.0,45422.0,56950.0,48753.0
0405649000,Unisan,Quezon,Region IV-A (CALABARZON),11973.0,12120.0,15306.0,16491.0
0405801000,Angono,Rizal,Region IV-A (CALABARZON),44451.0,48426.0,47058.0,41048.0
0405802000,City of Antipolo ,Rizal,Region IV-A (CALABARZON),279265.0,235548.0,312282.0,300272.0
0405803000,Baras,Rizal,Region IV-A (CALABARZON),22480.0,20988.0,30328.0,30985.0
0405804000,Binangonan,Rizal,Region IV-A (CALABARZON),78800.0,68819.0,84614.0,82101.0
0405805000,Cainta,Rizal,Region IV-A (CALABARZON),112141.0,117371.0,133040.0,118965.0
0405806000,Cardona,Rizal,Region IV-A (CALABARZON),14201.0,21017.0,26631.0,25185.0
0405807000,Jala-Jala,Rizal,Region IV-A (CALABARZON),10811.0,15934.0,18903.0,20279.0
0405808000,Rodriguez,Rizal,Region IV-A (CALABARZON),97308.0,113131.0,159938.0,159997.0
0405809000,Morong,Rizal,Region IV-A (CALABARZON),27097.0,27975.0,34657.0,33399.0
0405810000,Pililla,Rizal,Region IV-A (CALABARZON),25483.0,28921.0,31931.0,32337.0
0405811000,San Mateo,Rizal,Region IV-A (CALABARZON),75319.0,73264.0,92805.0,102814.0
0405812000,Tanay,Rizal,Region IV-A (CALABARZON),41930.0,39748.0,55141.0,52073.0
0405813000,Taytay,Rizal,Region IV-A (CALABARZON),95431.0,104479.0,124465.0,124605.0
0405814000,Teresa,Rizal,Region IV-A (CALABARZON),26652.0,28651.0,37537.0,29772.0
0431200000,City of Lucena ,Region IV-A (CALABARZON),Region IV-A (CALABARZON),109438.0,126691.0,157364.0,150662.0
1704001000,Boac ,Marinduque,MIMAROPA Region,23217.0,26166.0,32137.0,33403.0
1704002000,Buenavista,Marinduque,MIMAROPA Region,10156.0,7905.0,12919.0,13586.0
1704003000,Gasan,Marinduque,MIMAROPA Region,11042.0,17203.0,20071.0,20534.0
1704004000,Mogpog,Marinduque,MIMAROPA Region,16326.0,13751.0,17375.0,19426.0
1704005000,Santa Cruz,Marinduque,MIMAROPA Region,26999.0,28732.0,32719.0,34017.0
1704006000,Torrijos,Marinduque,MIMAROPA Region,13225.0,9309.0,16498.0,17314.0
1705101000,Abra De Ilog,Occidental Mindoro,MIMAROPA Region,12016.0,13591.0,15710.0,16507.0
1705102000,Calintaan,Occidental Mindoro,MIMAROPA Region,10236.0,10882.0,13869.0,14056.0
1705103000,Looc,Occidental Mindoro,MIMAROPA Region,5352.0,768.0,6329.0,4691.0
1705104000,Lubang,Occidental Mindoro,MIMAROPA Region,9257.0,10529.0,11379.0,10759.0
1705105000,Magsaysay,Occidental Mindoro,MIMAROPA Region,12957.0,15624.0,19377.0,19573.0
1705106000,Mamburao ,Occidental Mindoro,MIMAROPA Region,19130.0,21257.0,23783.0,24448.0
1705107000,Paluan,Occidental Mindoro,MIMAROPA Region,8396.0,8961.0,11126.0,12609.0
1705108000,Rizal,Occidental Mindoro,MIMAROPA Region,14525.0,15898.0,20237.0,20054.0
1705109000,Sablayan,Occidental Mindoro,MIMAROPA Region,21777.0,32828.0,41569.0,40794.0
1705110000,San Jose,Occidental Mindoro,MIMAROPA Region,50898.0,53822.0,68513.0,64536.0
1705111000,Santa Cruz,Occidental Mindoro,MIMAROPA Region,17826.0,10460.0,20330.0,15095.0
1705201000,Baco,Oriental Mindoro,MIMAROPA Region,15103.0,13694.0,20668.0,21899.0
1705202000,Bansud,Oriental Mindoro,MIMAROPA Region,5510.0,18685.0,21187.0,22051.0
1705203000,Bongabong,Oriental Mindoro,MIMAROPA Region,28972.0,33208.0,33590.0,39063.0
1705204000,Bulalacao,Oriental Mindoro,MIMAROPA Region,14443.0,17292.0,20304.0,24168.0
1705205000,City of Calapan ,Oriental Mindoro,MIMAROPA Region,59135.0,55544.0,78316.0,77981.0
1705206000,Gloria,Oriental Mindoro,MIMAROPA Region,19891.0,21852.0,25264.0,26474.0
1705207000,Mansalay,Oriental Mindoro,MIMAROPA Region,18513.0,21608.0,25446.0,27608.0
1705208000,Naujan,Oriental Mindoro,MIMAROPA Region,42439.0,39134.0,51462.0,46882.0
1705209000,Pinamalayan,Oriental Mindoro,MIMAROPA Region,26054.0,33099.0,34232.0,40822.0
1705210000,Pola,Oriental Mindoro,MIMAROPA Region,12946.0,16597.0,19065.0,12955.0
1705211000,Puerto Galera,Oriental Mindoro,MIMAROPA Region,18591.0,14773.0,21538.0,21618.0
1705212000,Roxas,Oriental Mindoro,MIMAROPA Region,21802.0,23446.0,30925.0,30995.0
1705213000,San Teodoro,Oriental Mindoro,MIMAROPA Region,7892.0,8413.0,9397.0,10000.0
1705214000,Socorro,Oriental Mindoro,MIMAROPA Region,16048.0,11363.0,20418.0,20602.0
1705215000,Victoria,Oriental Mindoro,MIMAROPA Region,21492.0,23490.0,25444.0,26667.0
1705301000,Aborlan,Palawan,MIMAROPA Region,16639.0,17853.0,22054.0,23042.0
1705302000,Agutaya,Palawan,MIMAROPA Region,3244.0,5303.0,6163.0,6352.0
1705303000,Araceli,Palawan,MIMAROPA Region,6199.0,6990.0,8015.0,8113.0
1705304000,Balabac,Palawan,MIMAROPA Region,15456.0,16184.0,18179.0,15045.0
1705305000,Bataraza,Palawan,MIMAROPA Region,26621.0,32965.0,30714.0,34100.0
1705306000,Brooke's Point,Palawan,MIMAROPA Region,28798.0,33559.0,39357.0,41500.0
1705307000,Busuanga,Palawan,MIMAROPA Region,9678.0,10531.0,13165.0,13809.0
1705308000,Cagayancillo,Palawan,MIMAROPA Region,85.0,3879.0,4107.0,3559.0
1705309000,Coron,Palawan,MIMAROPA Region,21573.0,24480.0,29953.0,31769.0
1705310000,Cuyo,Palawan,MIMAROPA Region,6607.0,10215.0,12151.0,11971.0
1705311000,Dumaran,Palawan,MIMAROPA Region,8478.0,8256.0,12109.0,13254.0
1705312000,El Nido,Palawan,MIMAROPA Region,18799.0,22189.0,27939.0,29252.0
1705313000,Linapacan,Palawan,MIMAROPA Region,6407.0,7154.0,8181.0,8837.0
1705314000,Magsaysay,Palawan,MIMAROPA Region,4582.0,4526.0,6537.0,4997.0
1705315000,Narra,Palawan,MIMAROPA Region,22175.0,29091.0,38265.0,39389.0
1705317000,Quezon,Palawan,MIMAROPA Region,23854.0,25525.0,29154.0,32194.0
1705318000,Roxas,Palawan,MIMAROPA Region,28849.0,29137.0,35653.0,36069.0
1705319000,San Vicente,Palawan,MIMAROPA Region,13629.0,14323.0,18974.0,19272.0
1705320000,Taytay,Palawan,MIMAROPA Region,24627.0,30654.0,41492.0,45327.0
1705321000,Kalayaan,Palawan,MIMAROPA Region,229.0,233.0,416.0,544.0
1705322000,Culion,Palawan,MIMAROPA Region,8985.0,9931.0,11579.0,12555.0
1705323000,Dr. Jose P. Rizal,Palawan,MIMAROPA Region,16647.0,17810.0,22757.0,27619.0
1705324000,Sofronio Española,Palawan,MIMAROPA Region,13299.0,15141.0,18370.0,20467.0
1705901000,Alcantara,Romblon,MIMAROPA Region,7919.0,8483.0,9582.0,9837.0
1705902000,Banton,Romblon,MIMAROPA Region,2981.0,3187.0,2575.0,2523.0
1705903000,Cajidiocan,Romblon,MIMAROPA Region,6454.0,9778.0,11310.0,11634.0
1705904000,Calatrava,Romblon,MIMAROPA Region,4726.0,5684.0,6576.0,6925.0
1705905000,Concepcion,Romblon,MIMAROPA Region,2579.0,2785.0,2827.0,2691.0
1705906000,Corcuera,Romblon,MIMAROPA Region,4821.0,4755.0,5157.0,4574.0
1705907000,Looc,Romblon,MIMAROPA Region,9974.0,10545.0,12554.0,12308.0
1705908000,Magdiwang,Romblon,MIMAROPA Region,6855.0,7020.0,8089.0,8377.0
1705909000,Odiongan,Romblon,MIMAROPA Region,20686.0,21973.0,26700.0,28229.0
1705910000,Romblon ,Romblon,MIMAROPA Region,16156.0,17362.0,16138.0,17144.0
1705911000,San Agustin,Romblon,MIMAROPA Region,9176.0,10750.0,12017.0,10940.0
1705912000,San Andres,Romblon,MIMAROPA Region,7810.0,8135.0,9538.0,10228.0
1705913000,San Fernando,Romblon,MIMAROPA Region,4664.0,11871.0,13162.0,14304.0
1705914000,San Jose,Romblon,MIMAROPA Region,5227.0,5542.0,6175.0,6374.0
1705915000,Santa Fe,Romblon,MIMAROPA Region,7882.0,8472.0,8648.0,9630.0
1705916000,Ferrol,Romblon,MIMAROPA Region,3159.0,3425.0,4184.0,4603.0
1705917000,Santa Maria,Romblon,MIMAROPA Region,3993.0,4630.0,5265.0,3964.0
1731500000,City of Puerto Princesa ,MIMAROPA Region,MIMAROPA Region,97610.0,105220.0,129163.0,147703.0
0500501000,Bacacay,Albay,Region V (Bicol Region),33325.0,34732.0,37331.0,44060.0
0500502000,Camalig,Albay,Region V (Bicol Region),30739.0,18987.0,24750.0,40725.0
0500503000,Daraga,Albay,Region V (Bicol Region),52406.0,61039.0,72145.0,78877.0
0500504000,Guinobatan,Albay,Region V (Bicol Region),38966.0,35341.0,48640.0,53153.0
0500505000,Jovellar,Albay,Region V (Bicol Region),6770.0,7448.0,6905.0,10897.0
0500506000,City of Legazpi ,Albay,Region V (Bicol Region),80700.0,86278.0,115150.0,130885.0
0500507000,Libon,Albay,Region V (Bicol Region),32778.0,22424.0,34211.0,39840.0
0500508000,City of Ligao,Albay,Region V (Bicol Region),36081.0,44180.0,53393.0,64736.0
0500509000,Malilipot,Albay,Region V (Bicol Region),20522.0,23116.0,26190.0,27534.0
0500510000,Malinao,Albay,Region V (Bicol Region),22937.0,23926.0,26568.0,29141.0
0500511000,Manito,Albay,Region V (Bicol Region),11395.0,12928.0,14824.0,16182.0
0500512000,Oas,Albay,Region V (Bicol Region),27180.0,29671.0,34272.0,38036.0
0500513000,Pio Duran,Albay,Region V (Bicol Region),23054.0,17296.0,25498.0,28492.0
0500514000,Polangui,Albay,Region V (Bicol Region),37683.0,42101.0,50547.0,54009.0
0500515000,Rapu-Rapu,Albay,Region V (Bicol Region),14589.0,16404.0,18883.0,19905.0
0500516000,Santo Domingo,Albay,Region V (Bicol Region),18532.0,20343.0,23117.0,25196.0
0500517000,City of Tabaco,Albay,Region V (Bicol Region),57702.0,61285.0,66985.0,75345.0
0500518000,Tiwi,Albay,Region V (Bicol Region),25364.0,27963.0,30620.0,33743.0
0501601000,Basud,Camarines Norte,Region V (Bicol Region),17224.0,20447.0,22765.0,24861.0
0501602000,Capalonga,Camarines Norte,Region V (Bicol Region),13595.0,15168.0,19024.0,21104.0
0501603000,Daet ,Camarines Norte,Region V (Bicol Region),37979.0,41800.0,51920.0,52612.0
0501604000,San Lorenzo Ruiz,Camarines Norte,Region V (Bicol Region),7335.0,8536.0,9154.0,9971.0
0501605000,Jose Panganiban,Camarines Norte,Region V (Bicol Region),22410.0,24214.0,29208.0,26809.0
0501606000,Labo,Camarines Norte,Region V (Bicol Region),38891.0,44400.0,54804.0,56190.0
0501607000,Mercedes,Camarines Norte,Region V (Bicol Region),20851.0,24799.0,29303.0,29606.0
0501608000,Paracale,Camarines Norte,Region V (Bicol Region),23219.0,25997.0,30781.0,31826.0
0501609000,San Vicente,Camarines Norte,Region V (Bicol Region),5357.0,6330.0,7113.0,8250.0
0501610000,Santa Elena,Camarines Norte,Region V (Bicol Region),17706.0,19860.0,23344.0,23580.0
0501611000,Talisay,Camarines Norte,Region V (Bicol Region),10795.0,12358.0,14492.0,15018.0
0501612000,Vinzons,Camarines Norte,Region V (Bicol Region),18911.0,20833.0,24024.0,25205.0
0501701000,Baao,Camarines Sur,Region V (Bicol Region),22914.0,25488.0,30652.0,28674.0
0501702000,Balatan,Camarines Sur,Region V (Bicol Region),12516.0,14009.0,16402.0,17071.0
0501703000,Bato,Camarines Sur,Region V (Bicol Region),20725.0,23169.0,27277.0,28768.0
0501704000,Bombon,Camarines Sur,Region V (Bicol Region),7833.0,8913.0,9960.0,10061.0
0501705000,Buhi,Camarines Sur,Region V (Bicol Region),31139.0,35801.0,42451.0,40867.0
0501706000,Bula,Camarines Sur,Region V (Bicol Region),26795.0,30890.0,35251.0,37601.0
0501707000,Cabusao,Camarines Sur,Region V (Bicol Region),9082.0,10247.0,12293.0,12421.0
0501708000,Calabanga,Camarines Sur,Region V (Bicol Region),34225.0,37611.0,43468.0,44040.0
0501709000,Camaligan,Camarines Sur,Region V (Bicol Region),10584.0,11704.0,13435.0,13683.0
0501710000,Canaman,Camarines Sur,Region V (Bicol Region),13895.0,15147.0,18404.0,20146.0
0501711000,Caramoan,Camarines Sur,Region V (Bicol Region),20717.0,24903.0,28040.0,30205.0
0501712000,Del Gallego,Camarines Sur,Region V (Bicol Region),11382.0,12506.0,14950.0,14656.0
0501713000,Gainza,Camarines Sur,Region V (Bicol Region),6397.0,7127.0,7866.0,7603.0
0501714000,Garchitorena,Camarines Sur,Region V (Bicol Region),10906.0,12839.0,14820.0,17414.0
0501715000,Goa,Camarines Sur,Region V (Bicol Region),22140.0,27254.0,32075.0,35369.0
0501716000,City of Iriga,Camarines Sur,Region V (Bicol Region),45147.0,52493.0,62032.0,60569.0
0501717000,Lagonoy,Camarines Sur,Region V (Bicol Region),25909.0,29013.0,31252.0,34391.0
0501718000,Libmanan,Camarines Sur,Region V (Bicol Region),43489.0,49522.0,55788.0,55597.0
0501719000,Lupi,Camarines Sur,Region V (Bicol Region),13220.0,15536.0,17542.0,19054.0
0501720000,Magarao,Camarines Sur,Region V (Bicol Region),13122.0,14163.0,16532.0,16155.0
0501721000,Milaor,Camarines Sur,Region V (Bicol Region),16053.0,17832.0,20463.0,21172.0
0501722000,Minalabac,Camarines Sur,Region V (Bicol Region),21396.0,22839.0,25296.0,25504.0
0501723000,Nabua,Camarines Sur,Region V (Bicol Region),30714.0,36526.0,44963.0,44939.0
0501724000,City of Naga,Camarines Sur,Region V (Bicol Region),65935.0,76099.0,96796.0,92062.0
0501725000,Ocampo,Camarines Sur,Region V (Bicol Region),18274.0,21524.0,24941.0,25462.0
0501726000,Pamplona,Camarines Sur,Region V (Bicol Region),14582.0,16639.0,18772.0,20545.0
0501727000,Pasacao,Camarines Sur,Region V (Bicol Region),19345.0,20849.0,25381.0,24449.0
0501728000,Pili ,Camarines Sur,Region V (Bicol Region),33364.0,38788.0,47827.0,47366.0
0501729000,Presentacion,Camarines Sur,Region V (Bicol Region),10642.0,12439.0,13558.0,15109.0
0501730000,Ragay,Camarines Sur,Region V (Bicol Region),25204.0,28902.0,32704.0,34255.0
0501731000,Sagñay,Camarines Sur,Region V (Bicol Region),12188.0,15565.0,17476.0,18293.0
0501732000,San Fernando,Camarines Sur,Region V (Bicol Region),15359.0,17245.0,19618.0,20737.0
0501733000,San Jose,Camarines Sur,Region V (Bicol Region),19520.0,22376.0,25862.0,27123.0
0501734000,Sipocot,Camarines Sur,Region V (Bicol Region),26144.0,30284.0,35666.0,37455.0
0501735000,Siruma,Camarines Sur,Region V (Bicol Region),8473.0,10013.0,11716.0,12658.0
0501736000,Tigaon,Camarines Sur,Region V (Bicol Region),20594.0,25524.0,28309.0,30043.0
0501737000,Tinambac,Camarines Sur,Region V (Bicol Region),25874.0,30941.0,36059.0,40173.0
0502001000,Bagamanoc,Catanduanes,Region V (Bicol Region),6142.0,4415.0,7088.0,7438.0
0502002000,Baras,Catanduanes,Region V (Bicol Region),8145.0,8745.0,8338.0,7375.0
0502003000,Bato,Catanduanes,Region V (Bicol Region),12689.0,13584.0,9837.0,14320.0
0502004000,Caramoran,Catanduanes,Region V (Bicol Region),14716.0,16438.0,17492.0,18088.0
0502005000,Gigmoto,Catanduanes,Region V (Bicol Region),5452.0,5991.0,6433.0,4186.0
0502006000,Pandan,Catanduanes,Region V (Bicol Region),10797.0,12324.0,13799.0,14107.0
0502007000,Panganiban,Catanduanes,Region V (Bicol Region),4376.0,6233.0,6478.0,4041.0
0502008000,San Andres,Catanduanes,Region V (Bicol Region),18638.0,21631.0,21739.0,24220.0
0502009000,San Miguel,Catanduanes,Region V (Bicol Region),8792.0,9335.0,9802.0,10529.0
0502010000,Viga,Catanduanes,Region V (Bicol Region),11863.0,12847.0,12768.0,13622.0
0502011000,Virac ,Catanduanes,Region V (Bicol Region),36259.0,39145.0,43416.0,44351.0
0504101000,Aroroy,Masbate,Region V (Bicol Region),33481.0,38566.0,35382.0,37786.0
0504102000,Baleno,Masbate,Region V (Bicol Region),13412.0,10594.0,14835.0,14973.0
0504103000,Balud,Masbate,Region V (Bicol Region),16718.0,19957.0,22671.0,14080.0
0504104000,Batuan,Masbate,Region V (Bicol Region),3675.0,8117.0,8722.0,5884.0
0504105000,Cataingan,Masbate,Region V (Bicol Region),15727.0,19361.0,21060.0,19008.0
0504106000,Cawayan,Masbate,Region V (Bicol Region),23113.0,30801.0,23363.0,32489.0
0504107000,Claveria,Masbate,Region V (Bicol Region),9787.0,15981.0,13160.0,20999.0
0504108000,Dimasalang,Masbate,Region V (Bicol Region),10985.0,12653.0,13784.0,13515.0
0504109000,Esperanza,Masbate,Region V (Bicol Region),7150.0,9337.0,9551.0,6988.0
0504110000,Mandaon,Masbate,Region V (Bicol Region),15678.0,18613.0,20341.0,21000.0
0504111000,City of Masbate ,Masbate,Region V (Bicol Region),34324.0,29527.0,32846.0,65977.0
0504112000,Milagros,Masbate,Region V (Bicol Region),23067.0,23469.0,23131.0,25833.0
0504113000,Mobo,Masbate,Region V (Bicol Region),14197.0,17914.0,19381.0,17943.0
0504114000,Monreal,Masbate,Region V (Bicol Region),10236.0,12863.0,15865.0,9042.0
0504115000,Palanas,Masbate,Region V (Bicol Region),10759.0,13400.0,14679.0,14247.0
0504116000,Pio V. Corpus,Masbate,Region V (Bicol Region),10982.0,11809.0,12278.0,9935.0
0504117000,Placer,Masbate,Region V (Bicol Region),13235.0,25422.0,27839.0,21108.0
0504118000,San Fernando,Masbate,Region V (Bicol Region),10491.0,12242.0,12943.0,12816.0
0504119000,San Jacinto,Masbate,Region V (Bicol Region),13908.0,15016.0,17512.0,11248.0
0504120000,San Pascual,Masbate,Region V (Bicol Region),14628.0,18125.0,22081.0,27930.0
0504121000,Uson,Masbate,Region V (Bicol Region),13085.0,22716.0,23081.0,18648.0
0506202000,Barcelona,Sorsogon,Region V (Bicol Region),11350.0,12239.0,14013.0,13998.0
0506203000,Bulan,Sorsogon,Region V (Bicol Region),43311.0,47635.0,53774.0,57429.0
0506204000,Bulusan,Sorsogon,Region V (Bicol Region),12604.0,11540.0,14310.0,15146.0
0506205000,Casiguran,Sorsogon,Region V (Bicol Region),12442.0,16139.0,18251.0,18215.0
0506206000,Castilla,Sorsogon,Region V (Bicol Region),23817.0,26806.0,30916.0,32385.0
0506207000,Donsol,Sorsogon,Region V (Bicol Region),8719.0,19361.0,25112.0,27455.0
0506208000,Gubat,Sorsogon,Region V (Bicol Region),27059.0,29621.0,34538.0,34737.0
0506209000,Irosin,Sorsogon,Region V (Bicol Region),25970.0,26314.0,33595.0,36440.0
0506210000,Juban,Sorsogon,Region V (Bicol Region),7787.0,17087.0,12277.0,21362.0
0506211000,Magallanes,Sorsogon,Region V (Bicol Region),6559.0,16126.0,19999.0,19735.0
0506212000,Matnog,Sorsogon,Region V (Bicol Region),14126.0,21592.0,23315.0,25767.0
0506213000,Pilar,Sorsogon,Region V (Bicol Region),25205.0,32806.0,34377.0,35632.0
0506214000,Prieto Diaz,Sorsogon,Region V (Bicol Region),7847.0,9205.0,12553.0,10808.0
0506215000,Santa Magdalena,Sorsogon,Region V (Bicol Region),4133.0,9457.0,10559.0,10968.0
0506216000,City of Sorsogon ,Sorsogon,Region V (Bicol Region),68092.0,78921.0,91307.0,89860.0
0600401000,Altavas,Aklan,Region VI (Western Visayas),11846.0,12993.0,10531.0,14746.0
0600402000,Balete,Aklan,Region VI (Western Visayas),10992.0,11630.0,13296.0,13857.0
0600403000,Banga,Aklan,Region VI (Western Visayas),20333.0,20844.0,23046.0,24543.0
0600404000,Batan,Aklan,Region VI (Western Visayas),12227.0,15535.0,18506.0,20041.0
0600405000,Buruanga,Aklan,Region VI (Western Visayas),9257.0,9677.0,9565.0,11574.0
0600406000,Ibajay,Aklan,Region VI (Western Visayas),21731.0,24108.0,23940.0,23952.0
0600407000,Kalibo ,Aklan,Region VI (Western Visayas),36522.0,37501.0,44875.0,43376.0
0600408000,Lezo,Aklan,Region VI (Western Visayas),7506.0,7868.0,8516.0,8991.0
0600409000,Libacao,Aklan,Region VI (Western Visayas),13419.0,10927.0,15055.0,16474.0
0600410000,Madalag,Aklan,Region VI (Western Visayas),8846.0,9988.0,10867.0,8334.0
0600411000,Makato,Aklan,Region VI (Western Visayas),14624.0,16297.0,18236.0,20296.0
0600412000,Malay,Aklan,Region VI (Western Visayas),27137.0,30097.0,31905.0,32804.0
0600413000,Malinao,Aklan,Region VI (Western Visayas),8789.0,12082.0,12947.0,13317.0
0600414000,Nabas,Aklan,Region VI (Western Visayas),17029.0,18878.0,20798.0,22651.0
0600415000,New Washington,Aklan,Region VI (Western Visayas),21577.0,24051.0,28159.0,29048.0
0600416000,Numancia,Aklan,Region VI (Western Visayas),16710.0,18275.0,19206.0,22388.0
0600417000,Tangalan,Aklan,Region VI (Western Visayas),10615.0,11447.0,12870.0,14158.0
0600601000,Anini-Y,Antique,Region VI (Western Visayas),8588.0,10279.0,11607.0,11849.0
0600602000,Barbaza,Antique,Region VI (Western Visayas),11123.0,12193.0,13246.0,13399.0
0600603000,Belison,Antique,Region VI (Western Visayas),6979.0,7518.0,8447.0,8736.0
0600604000,Bugasong,Antique,Region VI (Western Visayas),15415.0,16929.0,18595.0,10975.0
0600605000,Caluya,Antique,Region VI (Western Visayas),14737.0,16526.0,17311.0,21283.0
0600606000,Culasi,Antique,Region VI (Western Visayas),11315.0,20732.0,17438.0,25025.0
0600607000,Tobias Fornier,Antique,Region VI (Western Visayas),12546.0,14611.0,16230.0,17195.0
0600608000,Hamtic,Antique,Region VI (Western Visayas),19666.0,21501.0,24287.0,26442.0
0600609000,Laua-An,Antique,Region VI (Western Visayas),13214.0,14925.0,15961.0,17137.0
0600610000,Libertad,Antique,Region VI (Western Visayas),7460.0,8173.0,9156.0,9832.0
0600611000,Pandan,Antique,Region VI (Western Visayas),16631.0,18579.0,20925.0,21924.0
0600612000,Patnongon,Antique,Region VI (Western Visayas),13243.0,15694.0,18008.0,19294.0
0600613000,San Jose ,Antique,Region VI (Western Visayas),24767.0,26553.0,25781.0,33281.0
0600614000,San Remigio,Antique,Region VI (Western Visayas),7390.0,16132.0,19341.0,21175.0
0600615000,Sebaste,Antique,Region VI (Western Visayas),8777.0,9778.0,10714.0,11186.0
0600616000,Sibalom,Antique,Region VI (Western Visayas),25770.0,28784.0,33803.0,35488.0
0600617000,Tibiao,Antique,Region VI (Western Visayas),11925.0,13755.0,14928.0,15745.0
0600618000,Valderrama,Antique,Region VI (Western Visayas),9367.0,11048.0,11781.0,11758.0
0601901000,Cuartero,Capiz,Region VI (Western Visayas),11957.0,12069.0,16155.0,17284.0
0601902000,Dao,Capiz,Region VI (Western Visayas),10270.0,11991.0,19480.0,14260.0
0601903000,Dumalag,Capiz,Region VI (Western Visayas),12105.0,13586.0,16713.0,14207.0
0601904000,Dumarao,Capiz,Region VI (Western Visayas),15280.0,21920.0,26247.0,26673.0
0601905000,Ivisan,Capiz,Region VI (Western Visayas),14961.0,16165.0,18024.0,17686.0
0601906000,Jamindan,Capiz,Region VI (Western Visayas),17215.0,16579.0,20505.0,20371.0
0601907000,Ma-Ayon,Capiz,Region VI (Western Visayas),14832.0,18122.0,22385.0,17526.0
0601908000,Mambusao,Capiz,Region VI (Western Visayas),19938.0,20274.0,23061.0,24606.0
0601909000,Panay,Capiz,Region VI (Western Visayas),16298.0,23961.0,26931.0,28869.0
0601910000,Panitan,Capiz,Region VI (Western Visayas),9482.0,20125.0,22548.0,21462.0
0601911000,Pilar,Capiz,Region VI (Western Visayas),16351.0,19977.0,23331.0,24775.0
0601912000,Pontevedra,Capiz,Region VI (Western Visayas),19994.0,19184.0,24602.0,27036.0
0601913000,President Roxas,Capiz,Region VI (Western Visayas),13147.0,14852.0,17035.0,18006.0
0601914000,City of Roxas ,Capiz,Region VI (Western Visayas),66406.0,77525.0,88854.0,95164.0
0601915000,Sapi-An,Capiz,Region VI (Western Visayas),13643.0,12040.0,15075.0,14895.0
0601916000,Sigma,Capiz,Region VI (Western Visayas),14219.0,16597.0,19056.0,19662.0
0601917000,Tapaz,Capiz,Region VI (Western Visayas),23306.0,16370.0,26944.0,30343.0
0603001000,Ajuy,Iloilo,Region VI (Western Visayas),23833.0,19996.0,19788.0,30671.0
0603002000,Alimodian,Iloilo,Region VI (Western Visayas),17393.0,18354.0,17746.0,18359.0
0603003000,Anilao,Iloilo,Region VI (Western Visayas),13833.0,14389.0,15779.0,16345.0
0603004000,Badiangan,Iloilo,Region VI (Western Visayas),10259.0,12943.0,11822.0,11825.0
0603005000,Balasan,Iloilo,Region VI (Western Visayas),15433.0,14881.0,16738.0,19178.0
0603006000,Banate,Iloilo,Region VI (Western Visayas),16062.0,12137.0,19687.0,20825.0
0603007000,Barotac Nuevo,Iloilo,Region VI (Western Visayas),26360.0,28682.0,30220.0,32695.0
0603008000,Barotac Viejo,Iloilo,Region VI (Western Visayas),15623.0,20591.0,16718.0,26890.0
0603009000,Batad,Iloilo,Region VI (Western Visayas),10038.0,11132.0,12535.0,13306.0
0603010000,Bingawan,Iloilo,Region VI (Western Visayas),6817.0,7206.0,6235.0,8413.0
0603012000,Cabatuan,Iloilo,Region VI (Western Visayas),23786.0,21681.0,30962.0,30861.0
0603013000,Calinog,Iloilo,Region VI (Western Visayas),25046.0,28225.0,32552.0,23055.0
0603014000,Carles,Iloilo,Region VI (Western Visayas),27806.0,30303.0,35722.0,36591.0
0603015000,Concepcion,Iloilo,Region VI (Western Visayas),14592.0,20134.0,23818.0,21708.0
0603016000,Dingle,Iloilo,Region VI (Western Visayas),20124.0,21059.0,23650.0,23277.0
0603017000,Dueñas,Iloilo,Region VI (Western Visayas),13301.0,16574.0,19104.0,19466.0
0603018000,Dumangas,Iloilo,Region VI (Western Visayas),34207.0,37973.0,41963.0,44621.0
